id	name	description	price
615	Dell XPS 13 128GB Black 2023 - SKU 01	A premium ultrabook with compact chassis, sharp screen and excellent keyboard. Category: laptop. Brand: Dell. Color: Black. Configuration: 128GB.	1184.85
616	Dell XPS 15 128GB Black 2023 - SKU 01	A powerful laptop for creators, developers and professionals who need extra performance. Category: laptop. Brand: Dell. Color: Black. Configuration: 128GB.	1221.04
617	HP Spectre x360 128GB Black 2023 - SKU 01	A convertible laptop with touchscreen, premium design and flexible productivity modes. Category: laptop. Brand: HP. Color: Black. Configuration: 128GB.	1258.23
618	HP Pavilion 15 128GB Black 2023 - SKU 01	A practical laptop for office work, study, streaming and everyday home use. Category: laptop. Brand: HP. Color: Black. Configuration: 128GB.	1295.42
619	Lenovo ThinkPad X1 Carbon 128GB Black 2023 - SKU 01	A business laptop with durable build, excellent keyboard and lightweight design. Category: laptop. Brand: Lenovo. Color: Black. Configuration: 128GB.	1332.61
620	Lenovo Yoga 7i 128GB Black 2023 - SKU 01	A flexible 2 in 1 laptop with touchscreen, long battery life and portable design. Category: laptop. Brand: Lenovo. Color: Black. Configuration: 128GB.	1369.80
621	Asus ROG Zephyrus G14 128GB Black 2023 - SKU 01	A compact gaming laptop with strong graphics, fast display and portable power. Category: gaming laptop. Brand: Asus. Color: Black. Configuration: 128GB.	1406.99
622	Acer Swift Go 14 128GB Black 2023 - SKU 01	A slim laptop for students, remote workers and productivity on the move. Category: laptop. Brand: Acer. Color: Black. Configuration: 128GB.	1443.18
623	Microsoft Surface Pro 9 128GB Black 2023 - SKU 01	A detachable Windows device for tablet use, note taking and laptop workflows. Category: tablet laptop. Brand: Microsoft. Color: Black. Configuration: 128GB.	1480.37
624	Amazon Fire HD 10 128GB Black 2023 - SKU 01	An affordable tablet for streaming, reading, browsing and family entertainment. Category: tablet. Brand: Amazon. Color: Black. Configuration: 128GB.	1517.56
625	Bose QuietComfort Ultra Headphones 128GB Black 2023 - SKU 01	Noise cancelling wireless headphones with immersive audio and comfortable fit. Category: headphones. Brand: Bose. Color: Black. Configuration: 128GB.	1554.75
626	Sony WH-1000XM5 128GB Black 2023 - SKU 01	Premium noise cancelling headphones with clear calls and long battery life. Category: headphones. Brand: Sony. Color: Black. Configuration: 128GB.	1591.94
627	Apple AirPods Pro 2 128GB Black 2023 - SKU 01	Wireless earbuds with active noise cancellation, transparency mode and spatial audio. Category: earbuds. Brand: Apple. Color: Black. Configuration: 128GB.	1628.13
628	Samsung Galaxy Buds2 Pro 128GB Black 2023 - SKU 01	Compact wireless earbuds with rich sound, ANC and comfortable daily wear. Category: earbuds. Brand: Samsung. Color: Black. Configuration: 128GB.	1665.32
629	JBL Charge 5 128GB Black 2023 - SKU 01	Portable Bluetooth speaker with waterproof design, punchy sound and power bank feature. Category: speaker. Brand: JBL. Color: Black. Configuration: 128GB.	1702.51
630	Sonos Roam 128GB Black 2023 - SKU 01	Smart portable speaker with Wi-Fi, Bluetooth and room filling sound. Category: speaker. Brand: Sonos. Color: Black. Configuration: 128GB.	1739.70
631	Canon EOS R50 128GB Black 2023 - SKU 01	Mirrorless camera for content creators, travel photography and sharp video recording. Category: camera. Brand: Canon. Color: Black. Configuration: 128GB.	1776.89
632	Sony Alpha ZV-E10 128GB Black 2023 - SKU 01	Creator focused mirrorless camera with interchangeable lenses and strong video features. Category: camera. Brand: Sony. Color: Black. Configuration: 128GB.	1813.08
633	GoPro Hero 12 Black 128GB Black 2023 - SKU 01	Rugged action camera for sports, travel, vlogging and stabilized video. Category: action camera. Brand: GoPro. Color: Black. Configuration: 128GB.	1850.27
634	DJI Osmo Action 4 128GB Black 2023 - SKU 01	Durable action camera with strong low light video and stabilization. Category: action camera. Brand: DJI. Color: Black. Configuration: 128GB.	1887.46
635	Nintendo Switch OLED 128GB Black 2023 - SKU 01	Portable and dockable game console with OLED screen and family friendly games. Category: game console. Brand: Nintendo. Color: Black. Configuration: 128GB.	1924.65
636	Sony PlayStation 5 Slim 128GB Black 2023 - SKU 01	Home game console with fast storage, 4K gaming and immersive controller feedback. Category: game console. Brand: Sony. Color: Black. Configuration: 128GB.	1961.84
637	Microsoft Xbox Series X 128GB Black 2023 - SKU 01	Powerful home console for 4K gaming, streaming and Game Pass titles. Category: game console. Brand: Microsoft. Color: Black. Configuration: 128GB.	1998.03
638	Logitech MX Master 3S 128GB Black 2023 - SKU 01	Ergonomic wireless mouse for productivity, precision scrolling and multi device control. Category: mouse. Brand: Logitech. Color: Black. Configuration: 128GB.	2035.22
639	Logitech MX Keys S 128GB Black 2023 - SKU 01	Low profile wireless keyboard with quiet typing, backlight and multi device pairing. Category: keyboard. Brand: Logitech. Color: Black. Configuration: 128GB.	2072.41
640	Razer DeathAdder V3 128GB Black 2023 - SKU 01	Lightweight gaming mouse with fast sensor, ergonomic shape and precise tracking. Category: gaming mouse. Brand: Razer. Color: Black. Configuration: 128GB.	2109.60
641	Corsair K70 RGB Pro 128GB Black 2023 - SKU 01	Mechanical gaming keyboard with fast switches, RGB lighting and durable build. Category: gaming keyboard. Brand: Corsair. Color: Black. Configuration: 128GB.	2146.79
642	LG OLED C3 55 Inch 128GB Black 2023 - SKU 01	OLED smart TV with deep blacks, fast gaming response and cinematic picture quality. Category: television. Brand: LG. Color: Black. Configuration: 128GB.	2183.98
643	Samsung QLED Q80C 65 Inch 128GB Black 2023 - SKU 01	Bright QLED smart TV for sports, movies, gaming and everyday streaming. Category: television. Brand: Samsung. Color: Black. Configuration: 128GB.	2220.17
644	Sony Bravia XR A80L 128GB Black 2023 - SKU 01	Premium OLED TV with cinematic processing, rich contrast and smart streaming apps. Category: television. Brand: Sony. Color: Black. Configuration: 128GB.	2257.36
645	Anker 737 Power Bank 128GB Black 2023 - SKU 01	High capacity portable charger for laptops, phones, tablets and travel. Category: power bank. Brand: Anker. Color: Black. Configuration: 128GB.	2294.55
646	Belkin BoostCharge Pro 128GB Black 2023 - SKU 01	Fast wireless charging stand for phones, earbuds and everyday desk use. Category: charger. Brand: Belkin. Color: Black. Configuration: 128GB.	2331.74
647	TP-Link Archer AX55 128GB Black 2023 - SKU 01	Wi-Fi 6 router for faster home networking, streaming and online gaming. Category: router. Brand: TP-Link. Color: Black. Configuration: 128GB.	2368.93
648	Netgear Nighthawk AX8 128GB Black 2023 - SKU 01	High performance router with wide coverage and fast Wi-Fi 6 connectivity. Category: router. Brand: Netgear. Color: Black. Configuration: 128GB.	2405.12
649	Eero 6 Plus Mesh Wi-Fi 128GB Black 2023 - SKU 01	Mesh Wi-Fi system for whole home coverage and simple network management. Category: mesh router. Brand: Eero. Color: Black. Configuration: 128GB.	42.31
650	Kindle Paperwhite 128GB Black 2023 - SKU 01	Water resistant e-reader with sharp display, warm light and long battery life. Category: e-reader. Brand: Kindle. Color: Black. Configuration: 128GB.	79.50
651	Garmin Forerunner 265 128GB Black 2023 - SKU 01	Running smartwatch with AMOLED display, training metrics and health tracking. Category: smartwatch. Brand: Garmin. Color: Black. Configuration: 128GB.	116.69
652	Apple Watch Series 9 128GB Black 2023 - SKU 01	Smartwatch with fitness tracking, notifications, health sensors and bright display. Category: smartwatch. Brand: Apple. Color: Black. Configuration: 128GB.	153.88
653	Samsung Galaxy Watch6 128GB Black 2023 - SKU 01	Android smartwatch with health tracking, notifications and everyday fitness tools. Category: smartwatch. Brand: Samsung. Color: Black. Configuration: 128GB.	190.07
654	Fitbit Charge 6 128GB Black 2023 - SKU 01	Slim fitness tracker with heart rate, sleep tracking and Google app support. Category: fitness tracker. Brand: Fitbit. Color: Black. Configuration: 128GB.	227.26
655	Dyson V15 Detect 128GB Black 2023 - SKU 01	Cordless vacuum with strong suction, laser dust detection and smart cleaning modes. Category: vacuum. Brand: Dyson. Color: Black. Configuration: 128GB.	264.45
656	iRobot Roomba j7 128GB Black 2023 - SKU 01	Robot vacuum with obstacle detection, smart mapping and automatic cleaning schedules. Category: robot vacuum. Brand: iRobot. Color: Black. Configuration: 128GB.	301.64
657	Shark Ninja Foodi DualZone 128GB Black 2023 - SKU 01	Dual basket air fryer for fast meals, crisp texture and flexible cooking. Category: air fryer. Brand: Shark. Color: Black. Configuration: 128GB.	338.83
658	Instant Pot Duo Plus 128GB Black 2023 - SKU 01	Multi cooker for pressure cooking, slow cooking, rice, soups and easy dinners. Category: pressure cooker. Brand: Instant Pot. Color: Black. Configuration: 128GB.	375.02
659	Nespresso Vertuo Next 128GB Black 2023 - SKU 01	Capsule coffee machine for espresso, coffee and simple home brewing. Category: coffee maker. Brand: Nespresso. Color: Black. Configuration: 128GB.	412.21
660	Breville Barista Express 128GB Black 2023 - SKU 01	Home espresso machine with grinder, steam wand and cafe style drinks. Category: espresso machine. Brand: Breville. Color: Black. Configuration: 128GB.	449.40
661	Apple iPhone 15 Pro 128GB White 2023 - SKU 01	A premium smartphone with advanced camera, fast processor, OLED display and all day battery. Category: smartphone. Brand: Apple. Color: White. Configuration: 128GB.	486.59
662	Apple iPhone 14 128GB White 2023 - SKU 01	A reliable smartphone with sharp display, strong camera quality and smooth everyday performance. Category: smartphone. Brand: Apple. Color: White. Configuration: 128GB.	523.78
663	Apple MacBook Air M3 128GB White 2023 - SKU 01	A lightweight laptop for work, school, travel, coding and creative productivity. Category: laptop. Brand: Apple. Color: White. Configuration: 128GB.	560.97
664	Apple iPad Air 128GB White 2023 - SKU 01	A thin tablet for streaming, note taking, drawing and mobile productivity. Category: tablet. Brand: Apple. Color: White. Configuration: 128GB.	597.16
665	Samsung Galaxy S24 Ultra 128GB White 2023 - SKU 01	A flagship Android phone with bright display, zoom camera and high performance chipset. Category: smartphone. Brand: Samsung. Color: White. Configuration: 128GB.	634.35
666	Samsung Galaxy A55 128GB White 2023 - SKU 01	A mid range Android phone with AMOLED display, strong battery life and clean design. Category: smartphone. Brand: Samsung. Color: White. Configuration: 128GB.	671.54
667	Samsung Galaxy Tab S9 128GB White 2023 - SKU 01	A premium Android tablet for media, drawing, multitasking and business use. Category: tablet. Brand: Samsung. Color: White. Configuration: 128GB.	708.73
668	Google Pixel 8 Pro 128GB White 2023 - SKU 01	A camera focused Android phone with AI features and clean software experience. Category: smartphone. Brand: Google. Color: White. Configuration: 128GB.	745.92
669	Google Pixel 7a 128GB White 2023 - SKU 01	A compact Android phone with excellent camera quality and reliable battery life. Category: smartphone. Brand: Google. Color: White. Configuration: 128GB.	782.11
670	OnePlus 12 128GB White 2023 - SKU 01	A fast Android phone with smooth display, rapid charging and flagship performance. Category: smartphone. Brand: OnePlus. Color: White. Configuration: 128GB.	819.30
671	Xiaomi Redmi Note 13 Pro 128GB White 2023 - SKU 01	A value smartphone with large display, high resolution camera and long battery life. Category: smartphone. Brand: Xiaomi. Color: White. Configuration: 128GB.	856.49
672	Sony Xperia 1 V 128GB White 2023 - SKU 01	A creator focused phone with cinematic display, pro camera controls and rich audio. Category: smartphone. Brand: Sony. Color: White. Configuration: 128GB.	893.68
673	Motorola Moto G Power 128GB White 2023 - SKU 01	An affordable phone with large battery, simple software and dependable performance. Category: smartphone. Brand: Motorola. Color: White. Configuration: 128GB.	930.87
674	Nokia G50 128GB White 2023 - SKU 01	A durable smartphone with clean Android experience and reliable connectivity. Category: smartphone. Brand: Nokia. Color: White. Configuration: 128GB.	967.06
675	Dell XPS 13 128GB White 2023 - SKU 01	A premium ultrabook with compact chassis, sharp screen and excellent keyboard. Category: laptop. Brand: Dell. Color: White. Configuration: 128GB.	1004.25
676	Dell XPS 15 128GB White 2023 - SKU 01	A powerful laptop for creators, developers and professionals who need extra performance. Category: laptop. Brand: Dell. Color: White. Configuration: 128GB.	1041.44
677	HP Spectre x360 128GB White 2023 - SKU 01	A convertible laptop with touchscreen, premium design and flexible productivity modes. Category: laptop. Brand: HP. Color: White. Configuration: 128GB.	1078.63
678	HP Pavilion 15 128GB White 2023 - SKU 01	A practical laptop for office work, study, streaming and everyday home use. Category: laptop. Brand: HP. Color: White. Configuration: 128GB.	1115.82
679	Lenovo ThinkPad X1 Carbon 128GB White 2023 - SKU 01	A business laptop with durable build, excellent keyboard and lightweight design. Category: laptop. Brand: Lenovo. Color: White. Configuration: 128GB.	1152.01
680	Lenovo Yoga 7i 128GB White 2023 - SKU 01	A flexible 2 in 1 laptop with touchscreen, long battery life and portable design. Category: laptop. Brand: Lenovo. Color: White. Configuration: 128GB.	1189.20
681	Asus ROG Zephyrus G14 128GB White 2023 - SKU 01	A compact gaming laptop with strong graphics, fast display and portable power. Category: gaming laptop. Brand: Asus. Color: White. Configuration: 128GB.	1226.39
682	Acer Swift Go 14 128GB White 2023 - SKU 01	A slim laptop for students, remote workers and productivity on the move. Category: laptop. Brand: Acer. Color: White. Configuration: 128GB.	1263.58
683	Microsoft Surface Pro 9 128GB White 2023 - SKU 01	A detachable Windows device for tablet use, note taking and laptop workflows. Category: tablet laptop. Brand: Microsoft. Color: White. Configuration: 128GB.	1300.77
684	Amazon Fire HD 10 128GB White 2023 - SKU 01	An affordable tablet for streaming, reading, browsing and family entertainment. Category: tablet. Brand: Amazon. Color: White. Configuration: 128GB.	1337.96
685	Bose QuietComfort Ultra Headphones 128GB White 2023 - SKU 01	Noise cancelling wireless headphones with immersive audio and comfortable fit. Category: headphones. Brand: Bose. Color: White. Configuration: 128GB.	1374.15
686	Sony WH-1000XM5 128GB White 2023 - SKU 01	Premium noise cancelling headphones with clear calls and long battery life. Category: headphones. Brand: Sony. Color: White. Configuration: 128GB.	1411.34
687	Apple AirPods Pro 2 128GB White 2023 - SKU 01	Wireless earbuds with active noise cancellation, transparency mode and spatial audio. Category: earbuds. Brand: Apple. Color: White. Configuration: 128GB.	1448.53
688	Samsung Galaxy Buds2 Pro 128GB White 2023 - SKU 01	Compact wireless earbuds with rich sound, ANC and comfortable daily wear. Category: earbuds. Brand: Samsung. Color: White. Configuration: 128GB.	1485.72
689	JBL Charge 5 128GB White 2023 - SKU 01	Portable Bluetooth speaker with waterproof design, punchy sound and power bank feature. Category: speaker. Brand: JBL. Color: White. Configuration: 128GB.	1522.91
690	Sonos Roam 128GB White 2023 - SKU 01	Smart portable speaker with Wi-Fi, Bluetooth and room filling sound. Category: speaker. Brand: Sonos. Color: White. Configuration: 128GB.	1559.10
691	Canon EOS R50 128GB White 2023 - SKU 01	Mirrorless camera for content creators, travel photography and sharp video recording. Category: camera. Brand: Canon. Color: White. Configuration: 128GB.	1596.29
692	Sony Alpha ZV-E10 128GB White 2023 - SKU 01	Creator focused mirrorless camera with interchangeable lenses and strong video features. Category: camera. Brand: Sony. Color: White. Configuration: 128GB.	1633.48
693	GoPro Hero 12 Black 128GB White 2023 - SKU 01	Rugged action camera for sports, travel, vlogging and stabilized video. Category: action camera. Brand: GoPro. Color: White. Configuration: 128GB.	1670.67
694	DJI Osmo Action 4 128GB White 2023 - SKU 01	Durable action camera with strong low light video and stabilization. Category: action camera. Brand: DJI. Color: White. Configuration: 128GB.	1707.86
695	Nintendo Switch OLED 128GB White 2023 - SKU 01	Portable and dockable game console with OLED screen and family friendly games. Category: game console. Brand: Nintendo. Color: White. Configuration: 128GB.	1744.05
696	Sony PlayStation 5 Slim 128GB White 2023 - SKU 01	Home game console with fast storage, 4K gaming and immersive controller feedback. Category: game console. Brand: Sony. Color: White. Configuration: 128GB.	1781.24
697	Microsoft Xbox Series X 128GB White 2023 - SKU 01	Powerful home console for 4K gaming, streaming and Game Pass titles. Category: game console. Brand: Microsoft. Color: White. Configuration: 128GB.	1818.43
698	Logitech MX Master 3S 128GB White 2023 - SKU 01	Ergonomic wireless mouse for productivity, precision scrolling and multi device control. Category: mouse. Brand: Logitech. Color: White. Configuration: 128GB.	1855.62
699	Logitech MX Keys S 128GB White 2023 - SKU 01	Low profile wireless keyboard with quiet typing, backlight and multi device pairing. Category: keyboard. Brand: Logitech. Color: White. Configuration: 128GB.	1892.81
700	Razer DeathAdder V3 128GB White 2023 - SKU 01	Lightweight gaming mouse with fast sensor, ergonomic shape and precise tracking. Category: gaming mouse. Brand: Razer. Color: White. Configuration: 128GB.	1929.00
701	Corsair K70 RGB Pro 128GB White 2023 - SKU 01	Mechanical gaming keyboard with fast switches, RGB lighting and durable build. Category: gaming keyboard. Brand: Corsair. Color: White. Configuration: 128GB.	1966.19
702	LG OLED C3 55 Inch 128GB White 2023 - SKU 01	OLED smart TV with deep blacks, fast gaming response and cinematic picture quality. Category: television. Brand: LG. Color: White. Configuration: 128GB.	2003.38
703	Samsung QLED Q80C 65 Inch 128GB White 2023 - SKU 01	Bright QLED smart TV for sports, movies, gaming and everyday streaming. Category: television. Brand: Samsung. Color: White. Configuration: 128GB.	2040.57
704	Sony Bravia XR A80L 128GB White 2023 - SKU 01	Premium OLED TV with cinematic processing, rich contrast and smart streaming apps. Category: television. Brand: Sony. Color: White. Configuration: 128GB.	2077.76
705	Anker 737 Power Bank 128GB White 2023 - SKU 01	High capacity portable charger for laptops, phones, tablets and travel. Category: power bank. Brand: Anker. Color: White. Configuration: 128GB.	2114.95
706	Belkin BoostCharge Pro 128GB White 2023 - SKU 01	Fast wireless charging stand for phones, earbuds and everyday desk use. Category: charger. Brand: Belkin. Color: White. Configuration: 128GB.	2151.14
707	TP-Link Archer AX55 128GB White 2023 - SKU 01	Wi-Fi 6 router for faster home networking, streaming and online gaming. Category: router. Brand: TP-Link. Color: White. Configuration: 128GB.	2188.33
708	Netgear Nighthawk AX8 128GB White 2023 - SKU 01	High performance router with wide coverage and fast Wi-Fi 6 connectivity. Category: router. Brand: Netgear. Color: White. Configuration: 128GB.	2225.52
709	Eero 6 Plus Mesh Wi-Fi 128GB White 2023 - SKU 01	Mesh Wi-Fi system for whole home coverage and simple network management. Category: mesh router. Brand: Eero. Color: White. Configuration: 128GB.	2262.71
710	Kindle Paperwhite 128GB White 2023 - SKU 01	Water resistant e-reader with sharp display, warm light and long battery life. Category: e-reader. Brand: Kindle. Color: White. Configuration: 128GB.	2299.90
711	Garmin Forerunner 265 128GB White 2023 - SKU 01	Running smartwatch with AMOLED display, training metrics and health tracking. Category: smartwatch. Brand: Garmin. Color: White. Configuration: 128GB.	2336.09
712	Apple Watch Series 9 128GB White 2023 - SKU 01	Smartwatch with fitness tracking, notifications, health sensors and bright display. Category: smartwatch. Brand: Apple. Color: White. Configuration: 128GB.	2373.28
713	Samsung Galaxy Watch6 128GB White 2023 - SKU 01	Android smartwatch with health tracking, notifications and everyday fitness tools. Category: smartwatch. Brand: Samsung. Color: White. Configuration: 128GB.	2410.47
714	Fitbit Charge 6 128GB White 2023 - SKU 01	Slim fitness tracker with heart rate, sleep tracking and Google app support. Category: fitness tracker. Brand: Fitbit. Color: White. Configuration: 128GB.	47.66
715	Dyson V15 Detect 128GB White 2023 - SKU 01	Cordless vacuum with strong suction, laser dust detection and smart cleaning modes. Category: vacuum. Brand: Dyson. Color: White. Configuration: 128GB.	84.85
716	iRobot Roomba j7 128GB White 2023 - SKU 01	Robot vacuum with obstacle detection, smart mapping and automatic cleaning schedules. Category: robot vacuum. Brand: iRobot. Color: White. Configuration: 128GB.	121.04
717	Shark Ninja Foodi DualZone 128GB White 2023 - SKU 01	Dual basket air fryer for fast meals, crisp texture and flexible cooking. Category: air fryer. Brand: Shark. Color: White. Configuration: 128GB.	158.23
718	Instant Pot Duo Plus 128GB White 2023 - SKU 01	Multi cooker for pressure cooking, slow cooking, rice, soups and easy dinners. Category: pressure cooker. Brand: Instant Pot. Color: White. Configuration: 128GB.	195.42
719	Nespresso Vertuo Next 128GB White 2023 - SKU 01	Capsule coffee machine for espresso, coffee and simple home brewing. Category: coffee maker. Brand: Nespresso. Color: White. Configuration: 128GB.	232.61
720	Breville Barista Express 128GB White 2023 - SKU 01	Home espresso machine with grinder, steam wand and cafe style drinks. Category: espresso machine. Brand: Breville. Color: White. Configuration: 128GB.	269.80
721	Apple iPhone 15 Pro 128GB Silver 2023 - SKU 01	A premium smartphone with advanced camera, fast processor, OLED display and all day battery. Category: smartphone. Brand: Apple. Color: Silver. Configuration: 128GB.	306.99
722	Apple iPhone 14 128GB Silver 2023 - SKU 01	A reliable smartphone with sharp display, strong camera quality and smooth everyday performance. Category: smartphone. Brand: Apple. Color: Silver. Configuration: 128GB.	343.18
723	Apple MacBook Air M3 128GB Silver 2023 - SKU 01	A lightweight laptop for work, school, travel, coding and creative productivity. Category: laptop. Brand: Apple. Color: Silver. Configuration: 128GB.	380.37
724	Apple iPad Air 128GB Silver 2023 - SKU 01	A thin tablet for streaming, note taking, drawing and mobile productivity. Category: tablet. Brand: Apple. Color: Silver. Configuration: 128GB.	417.56
725	Samsung Galaxy S24 Ultra 128GB Silver 2023 - SKU 01	A flagship Android phone with bright display, zoom camera and high performance chipset. Category: smartphone. Brand: Samsung. Color: Silver. Configuration: 128GB.	454.75
726	Samsung Galaxy A55 128GB Silver 2023 - SKU 01	A mid range Android phone with AMOLED display, strong battery life and clean design. Category: smartphone. Brand: Samsung. Color: Silver. Configuration: 128GB.	491.94
727	Samsung Galaxy Tab S9 128GB Silver 2023 - SKU 01	A premium Android tablet for media, drawing, multitasking and business use. Category: tablet. Brand: Samsung. Color: Silver. Configuration: 128GB.	528.13
728	Google Pixel 8 Pro 128GB Silver 2023 - SKU 01	A camera focused Android phone with AI features and clean software experience. Category: smartphone. Brand: Google. Color: Silver. Configuration: 128GB.	565.32
729	Google Pixel 7a 128GB Silver 2023 - SKU 01	A compact Android phone with excellent camera quality and reliable battery life. Category: smartphone. Brand: Google. Color: Silver. Configuration: 128GB.	602.51
730	OnePlus 12 128GB Silver 2023 - SKU 01	A fast Android phone with smooth display, rapid charging and flagship performance. Category: smartphone. Brand: OnePlus. Color: Silver. Configuration: 128GB.	639.70
731	Xiaomi Redmi Note 13 Pro 128GB Silver 2023 - SKU 01	A value smartphone with large display, high resolution camera and long battery life. Category: smartphone. Brand: Xiaomi. Color: Silver. Configuration: 128GB.	676.89
732	Sony Xperia 1 V 128GB Silver 2023 - SKU 01	A creator focused phone with cinematic display, pro camera controls and rich audio. Category: smartphone. Brand: Sony. Color: Silver. Configuration: 128GB.	713.08
733	Motorola Moto G Power 128GB Silver 2023 - SKU 01	An affordable phone with large battery, simple software and dependable performance. Category: smartphone. Brand: Motorola. Color: Silver. Configuration: 128GB.	750.27
734	Nokia G50 128GB Silver 2023 - SKU 01	A durable smartphone with clean Android experience and reliable connectivity. Category: smartphone. Brand: Nokia. Color: Silver. Configuration: 128GB.	787.46
735	Dell XPS 13 128GB Silver 2023 - SKU 01	A premium ultrabook with compact chassis, sharp screen and excellent keyboard. Category: laptop. Brand: Dell. Color: Silver. Configuration: 128GB.	824.65
736	Dell XPS 15 128GB Silver 2023 - SKU 01	A powerful laptop for creators, developers and professionals who need extra performance. Category: laptop. Brand: Dell. Color: Silver. Configuration: 128GB.	861.84
737	HP Spectre x360 128GB Silver 2023 - SKU 01	A convertible laptop with touchscreen, premium design and flexible productivity modes. Category: laptop. Brand: HP. Color: Silver. Configuration: 128GB.	898.03
738	HP Pavilion 15 128GB Silver 2023 - SKU 01	A practical laptop for office work, study, streaming and everyday home use. Category: laptop. Brand: HP. Color: Silver. Configuration: 128GB.	935.22
739	Lenovo ThinkPad X1 Carbon 128GB Silver 2023 - SKU 01	A business laptop with durable build, excellent keyboard and lightweight design. Category: laptop. Brand: Lenovo. Color: Silver. Configuration: 128GB.	972.41
740	Lenovo Yoga 7i 128GB Silver 2023 - SKU 01	A flexible 2 in 1 laptop with touchscreen, long battery life and portable design. Category: laptop. Brand: Lenovo. Color: Silver. Configuration: 128GB.	1009.60
741	Asus ROG Zephyrus G14 128GB Silver 2023 - SKU 01	A compact gaming laptop with strong graphics, fast display and portable power. Category: gaming laptop. Brand: Asus. Color: Silver. Configuration: 128GB.	1046.79
742	Acer Swift Go 14 128GB Silver 2023 - SKU 01	A slim laptop for students, remote workers and productivity on the move. Category: laptop. Brand: Acer. Color: Silver. Configuration: 128GB.	1083.98
743	Microsoft Surface Pro 9 128GB Silver 2023 - SKU 01	A detachable Windows device for tablet use, note taking and laptop workflows. Category: tablet laptop. Brand: Microsoft. Color: Silver. Configuration: 128GB.	1120.17
744	Amazon Fire HD 10 128GB Silver 2023 - SKU 01	An affordable tablet for streaming, reading, browsing and family entertainment. Category: tablet. Brand: Amazon. Color: Silver. Configuration: 128GB.	1157.36
745	Bose QuietComfort Ultra Headphones 128GB Silver 2023 - SKU 01	Noise cancelling wireless headphones with immersive audio and comfortable fit. Category: headphones. Brand: Bose. Color: Silver. Configuration: 128GB.	1194.55
746	Sony WH-1000XM5 128GB Silver 2023 - SKU 01	Premium noise cancelling headphones with clear calls and long battery life. Category: headphones. Brand: Sony. Color: Silver. Configuration: 128GB.	1231.74
747	Apple AirPods Pro 2 128GB Silver 2023 - SKU 01	Wireless earbuds with active noise cancellation, transparency mode and spatial audio. Category: earbuds. Brand: Apple. Color: Silver. Configuration: 128GB.	1268.93
748	Samsung Galaxy Buds2 Pro 128GB Silver 2023 - SKU 01	Compact wireless earbuds with rich sound, ANC and comfortable daily wear. Category: earbuds. Brand: Samsung. Color: Silver. Configuration: 128GB.	1305.12
749	JBL Charge 5 128GB Silver 2023 - SKU 01	Portable Bluetooth speaker with waterproof design, punchy sound and power bank feature. Category: speaker. Brand: JBL. Color: Silver. Configuration: 128GB.	1342.31
750	Sonos Roam 128GB Silver 2023 - SKU 01	Smart portable speaker with Wi-Fi, Bluetooth and room filling sound. Category: speaker. Brand: Sonos. Color: Silver. Configuration: 128GB.	1379.50
751	Canon EOS R50 128GB Silver 2023 - SKU 01	Mirrorless camera for content creators, travel photography and sharp video recording. Category: camera. Brand: Canon. Color: Silver. Configuration: 128GB.	1416.69
752	Sony Alpha ZV-E10 128GB Silver 2023 - SKU 01	Creator focused mirrorless camera with interchangeable lenses and strong video features. Category: camera. Brand: Sony. Color: Silver. Configuration: 128GB.	1453.88
753	GoPro Hero 12 Black 128GB Silver 2023 - SKU 01	Rugged action camera for sports, travel, vlogging and stabilized video. Category: action camera. Brand: GoPro. Color: Silver. Configuration: 128GB.	1490.07
754	DJI Osmo Action 4 128GB Silver 2023 - SKU 01	Durable action camera with strong low light video and stabilization. Category: action camera. Brand: DJI. Color: Silver. Configuration: 128GB.	1527.26
755	Nintendo Switch OLED 128GB Silver 2023 - SKU 01	Portable and dockable game console with OLED screen and family friendly games. Category: game console. Brand: Nintendo. Color: Silver. Configuration: 128GB.	1564.45
756	Sony PlayStation 5 Slim 128GB Silver 2023 - SKU 01	Home game console with fast storage, 4K gaming and immersive controller feedback. Category: game console. Brand: Sony. Color: Silver. Configuration: 128GB.	1601.64
757	Microsoft Xbox Series X 128GB Silver 2023 - SKU 01	Powerful home console for 4K gaming, streaming and Game Pass titles. Category: game console. Brand: Microsoft. Color: Silver. Configuration: 128GB.	1638.83
758	Logitech MX Master 3S 128GB Silver 2023 - SKU 01	Ergonomic wireless mouse for productivity, precision scrolling and multi device control. Category: mouse. Brand: Logitech. Color: Silver. Configuration: 128GB.	1675.02
759	Logitech MX Keys S 128GB Silver 2023 - SKU 01	Low profile wireless keyboard with quiet typing, backlight and multi device pairing. Category: keyboard. Brand: Logitech. Color: Silver. Configuration: 128GB.	1712.21
760	Razer DeathAdder V3 128GB Silver 2023 - SKU 01	Lightweight gaming mouse with fast sensor, ergonomic shape and precise tracking. Category: gaming mouse. Brand: Razer. Color: Silver. Configuration: 128GB.	1749.40
761	Corsair K70 RGB Pro 128GB Silver 2023 - SKU 01	Mechanical gaming keyboard with fast switches, RGB lighting and durable build. Category: gaming keyboard. Brand: Corsair. Color: Silver. Configuration: 128GB.	1786.59
762	LG OLED C3 55 Inch 128GB Silver 2023 - SKU 01	OLED smart TV with deep blacks, fast gaming response and cinematic picture quality. Category: television. Brand: LG. Color: Silver. Configuration: 128GB.	1823.78
